Commit,DW_Smell,IDS_Smell,IS_Smell,LT_Smell,MIM_Smell
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.9,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.91,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
0.92,0.0,0.0,0.0,0.0,1.0
